SimulationTime(sec),UnitName,UUID,SubordinateID,ForceIdentifier,DamageState
7500.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7530.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7560.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7590.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7620.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7650.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7680.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7710.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7740.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7770.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7800.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7830.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7860.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7890.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7920.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7950.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7980.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8010.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8040.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8070.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8100.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8130.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8160.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8190.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8220.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8250.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8280.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8310.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8340.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8370.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8400.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8430.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8460.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8490.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8520.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8550.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8580.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8610.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8640.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8670.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8700.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8730.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8760.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8790.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8820.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8850.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8880.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8910.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8940.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
8970.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9000.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9030.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9060.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9090.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9120.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9150.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9180.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9210.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9240.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9270.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9300.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9330.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9360.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9390.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9420.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9450.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9480.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9510.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9540.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9570.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9600.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9630.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9660.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9690.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9720.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9750.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9780.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9810.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9840.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9870.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9900.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9930.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9960.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
9990.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10020.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10050.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10080.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10110.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10140.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10170.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10200.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10230.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10260.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10290.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10320.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10350.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10380.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10410.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10440.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10470.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10500.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10530.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10560.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10590.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10620.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10650.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10680.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10710.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10740.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10770.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10800.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10830.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10860.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10890.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10920.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10950.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
10980.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11010.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11040.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11070.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11100.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11130.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11160.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11190.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11220.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11250.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11280.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11310.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11340.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11370.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11400.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11430.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11460.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11490.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11520.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11550.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11580.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11610.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11640.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11670.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11700.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11730.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11760.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11790.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11820.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11850.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11880.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11910.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11940.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
11970.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12000.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12030.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12060.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12090.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12120.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12150.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12180.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12210.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12240.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12270.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12300.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12330.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12360.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12390.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12420.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12450.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12480.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12510.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12540.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12570.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12600.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12630.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12660.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12690.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12720.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12750.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12780.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12810.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12840.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12870.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12900.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12930.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12960.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
12990.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
13020.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
13050.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
